name,nameful,name_point,name_area,province,lon,lat,type,year
克拉玛依,克拉玛依市,克拉玛依市,克拉玛依市,新疆维吾尔自治区,85.04218825,45.39317837,五线城市,2025
克孜勒苏,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,75.39402354,39.86360329,五线城市,2025
塔城,塔城市,塔城地区,塔城地区,新疆维吾尔自治区,82.97526549,46.751606,五线城市,2025
吐鲁番,吐鲁番市,吐鲁番市,吐鲁番市,新疆维吾尔自治区,89.22129414,42.45172825,五线城市,2025
乌鲁木齐,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,新疆维吾尔自治区,87.53410206,43.72634071,三线城市,2025
伊犁,伊犁哈萨克自治州,伊犁哈萨克自治州,伊犁哈萨克自治州,新疆维吾尔自治区,81.90063143,43.39171216,五线城市,2025
保山,保山市,保山市,保山市,云南省,98.94674321,25.00259447,五线城市,2025
楚雄,楚雄彝族自治州,楚雄彝族自治州,楚雄彝族自治州,云南省,101.6016447,25.38374525,五线城市,2025
大理,大理市,大理白族自治州,大理白族自治州,云南省,100.2305292,25.73658551,四线城市,2025
德宏,德宏傣族景颇族自治州,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云南省,98.06401134,24.59144848,五线城市,2025
迪庆,迪庆藏族自治州,迪庆藏族自治州,迪庆藏族自治州,云南省,99.43394281,27.95151812,五线城市,2025
红河,红河哈尼族彝族自治州,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南省,102.9234809,23.35917995,四线城市,2025
昆明,昆明市,昆明市,昆明市,云南省,102.8447091,25.48096988,二线城市,2025
丽江,丽江市,丽江市,丽江市,云南省,100.5119279,26.91896964,五线城市,2025
临沧,临沧市,临沧市,临沧市,云南省,99.60168411,23.81993882,五线城市,2025
怒江,怒江傈僳族自治州,怒江傈僳族自治州,怒江傈僳族自治州,云南省,99.07037776,26.74543993,五线城市,2025
普洱,普洱市,普洱市,普洱市,云南省,100.6200414,23.1255264,五线城市,2025
曲靖,曲靖市,曲靖市,曲靖市,云南省,103.7961044,25.4945507,四线城市,2025
文山,文山壮族苗族自治州,文山壮族苗族自治州,文山壮族苗族自治州,云南省,104.8160616,23.71803825,五线城市,2025
西双版纳,西双版纳傣族自治州,西双版纳傣族自治州,西双版纳傣族自治州,云南省,100.794014,22.0131111,五线城市,2025
玉溪,玉溪市,玉溪市,玉溪市,云南省,102.5428238,24.35726736,四线城市,2025
昭通,昭通市,昭通市,昭通市,云南省,103.8656041,27.7544362,五线城市,2025
杭州,杭州市,杭州市,杭州市,浙江省,119.5027086,29.91039766,新一线城市,2025
湖州,湖州市,湖州市,湖州市,浙江省,120.1089252,30.79857777,三线城市,2025
嘉兴,嘉兴市,嘉兴市,嘉兴市,浙江省,120.7502233,30.71801354,二线城市,2025
金华,金华市,金华市,金华市,浙江省,119.5656947,28.99613616,二线城市,2025
丽水,丽水市,丽水市,丽水市,浙江省,119.4827826,28.26264748,四线城市,2025
宁波,宁波市,宁波市,宁波市,浙江省,121.3409898,29.76611657,新一线城市,2025
衢州,衢州市,衢州市,衢州市,浙江省,118.7457315,28.95306512,三线城市,2025
绍兴,绍兴市,绍兴市,绍兴市,浙江省,120.6058351,29.7089902,二线城市,2025
台州,台州市,台州市,台州市,浙江省,121.1525284,28.77367123,二线城市,2025
温州,温州市,温州市,温州市,浙江省,120.4769751,27.96761446,二线城市,2025
舟山,舟山市,舟山市,舟山市,浙江省,122.0773061,30.07544069,四线城市,2025
重庆,重庆市,重庆市,重庆市,重庆市,107.5871774,29.78568436,新一线城市,2025
